 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | JER Effective NP5 | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84408e-08 / -2.84408e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | JER Effective NP6 | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84408e-08 / -2.84408e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | JER Effective NP7 RestTerm | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84408e-08 / -2.84408e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | JES Pileup OffsetMu | 0.00567985 / -0.00567985 | 0.00330273 / -0.00330273 | 0.00252683 / -0.00252687 | 0.00473281 / -0.00473287 | 0.0110177 / -0.0110176 | 0.000420849 / -0.00042086 | 0.0061707 / -0.00617067 | 0.00824795 / -0.00824794 | 0.00538574 / -0.00538573 | 0.0115723 / -0.0115723 |
 | JES Pileup NPV | 0.00989779 / -0.0098978 | 0.00768975 / -0.00768975 | 0.00536184 / -0.00536188 | 0.0110179 / -0.0110179 | 0.0162104 / -0.0162105 | -0.00133959 / 0.00133958 | 0.0149613 / -0.0149613 | 0.0201551 / -0.0201552 | 0.0279844 / -0.0279843 | 0.0176987 / -0.0176987 |
 | JES Pileup PtTerm | -0.000799083 / 0.000799078 | -0.000244952 / 0.000244949 | 0.000250006 / -0.00025004 | 0.000993448 / -0.000993504 | -0.0025501 / 0.00255002 | 0.00143015 / -0.00143017 | -2.1801e-05 / 2.18345e-05 | 0.00163443 / -0.00163443 | 0.0032551 / -0.00325509 | -0.000464366 / 0.000464349 |
 | JES Pileup RhoTopology | 0.0197227 / -0.0197227 | 0.0171144 / -0.0171144 | 0.00926358 / -0.00926361 | 0.0249784 / -0.0249784 | 0.0170166 / -0.0170166 | 0.00108809 / -0.0010881 | 0.0286577 / -0.0286576 | 0.039779 / -0.039779 | 0.0376375 / -0.0376375 | 0.0320818 / -0.0320819 |
 | JET PunchThrough AFII | -2.35417e-09 / -2.35417e-09 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JES Relative NonClosure | 0.00249123 / -0.00249124 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JES SingleParticle HighPt | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84408e-08 / -2.84408e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | #it{t#bar{t}} cross-section |    nan    | 0.056 / -0.056 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} ttbar |    nan    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 1 |    nan    | 0.00237596 / -0.00237596 | 0.00237596 / -0.00237596 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 2 |    nan    | -0.0099327 / 0.0099327 | -0.0099327 / 0.0099327 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 3 |    nan    | -0.00117147 / 0.00117147 | -0.00117147 / 0.00117147 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 4 |    nan    | -0.0116988 / 0.0116988 | -0.0116988 / 0.0116988 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 5 |    nan    | 0.000896096 / -0.000896096 | 0.000896096 / -0.000896096 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 6 |    nan    | -0.00750554 / 0.00750554 | -0.00750554 / 0.00750554 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 7 |    nan    | -0.000210047 / 0.000210047 | -0.000210047 / 0.000210047 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 8 |    nan    | -0.000258327 / 0.000258327 | -0.000258327 / 0.000258327 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 9 |    nan    | -0.00499856 / 0.00499856 | -0.00499856 / 0.00499856 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 10 |    nan    | 0.00133669 / -0.00133669 | 0.00133669 / -0.00133669 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 11 |    nan    | -0.00738138 / 0.00738138 | -0.00738138 / 0.00738138 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 12 |    nan    | -0.00231087 / 0.00231087 | -0.00231087 / 0.00231087 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 13 |    nan    | 0.00144434 / -0.00144434 | 0.00144434 / -0.00144434 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 14 |    nan    | -0.00150341 / 0.00150341 | -0.00150341 / 0.00150341 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 15 |    nan    | 0.000515342 / -0.000515342 | 0.000515342 / -0.000515342 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 16 |    nan    | -0.00261647 / 0.00261647 | -0.00261647 / 0.00261647 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 17 |    nan    | 0.00699508 / -0.00699508 | 0.00699508 / -0.00699508 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 18 |    nan    | 0.00272334 / -0.00272334 | 0.00272334 / -0.00272334 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 19 |    nan    | -0.00843859 / 0.00843859 | -0.00843859 / 0.00843859 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 20 |    nan    | -0.00081569 / 0.00081569 | -0.00081569 / 0.00081569 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 21 |    nan    | -0.00122625 / 0.00122625 | -0.00122625 / 0.00122625 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 22 |    nan    | 0.0053972 / -0.0053972 | 0.0053972 / -0.0053972 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 23 |    nan    | 0.000805736 / -0.000805736 | 0.000805736 / -0.000805736 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 24 |    nan    | -0.00108975 / 0.00108975 | -0.00108975 / 0.00108975 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 25 |    nan    | -0.000694752 / 0.000694752 | -0.000694752 / 0.000694752 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 26 |    nan    | 0.00269544 / -0.00269544 | 0.00269544 / -0.00269544 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 27 |    nan    | 0.0012542 / -0.0012542 | 0.0012542 / -0.0012542 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 28 |    nan    | 0.00920033 / -0.00920033 | 0.00920033 / -0.00920033 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 29 |    nan    | 0.000615001 / -0.000615001 | 0.000615001 / -0.000615001 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 30 |    nan    | -0.000546694 / 0.000546694 | -0.000546694 / 0.000546694 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER DataVsMC |    nan    | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84408e-08 / -2.84408e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | JET PunchThrough MC16 |    nan    | 3.08597e-08 / -3.4504e-08 | -1.42054e-05 / 1.41712e-05 | 1.81024e-06 / -1.79357e-06 | 1.05992e-08 / 1.05992e-08 | 0.000106747 / -0.000106663 | -2.11297e-05 / 2.11632e-05 | -2.32567e-05 / 2.32644e-05 | -6.78121e-06 / 6.78824e-06 | -5.74142e-05 / 5.7397e-05 |
 | #it{t#bar{t}} ISR/FSR |    nan    | 0.145933 / -0.145933 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | #it{t#bar{t}} PowHer7 |    nan    | 0.406816 / -0.406816 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | #it{t#bar{t}}+#gamma cross-section |    nan    | 0 / 0 | 0.08 / -0.08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} ttgam |    nan    | 0 / 0 | -0.0151878 / -0.0543231 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV cross-section |    nan    | 0 / 0 | 0 / 0 | 0.06 / -0.06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} VV |    nan    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top cross-section |    nan    | 0 / 0 | 0 / 0 | 0 / 0 | 0.05 / -0.05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} single top |    nan    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets cross-section |    nan    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.05 / -0.05 | 0.05 / -0.05 | 0.05 / -0.05 | 0.05 / -0.05 |
 | Scale #mu_{R},#mu_{F} WGam |    nan    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.140232 / -0.0972007 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} ZJets |    nan    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3731 / -0.229839 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} ZGam |    nan    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.135321 / -0.0857162 |
