 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | JER Effective NP4 | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84409e-08 / -2.84409e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | JER Effective NP5 | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84409e-08 / -2.84409e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | JER Effective NP6 | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84409e-08 / -2.84409e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | JER Effective NP7 RestTerm | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84409e-08 / -2.84409e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | JES Pileup OffsetMu | 0.00563391 / -0.00563406 | 0.00327587 / -0.00327592 | 0.00250625 / -0.00250631 | 0.00469444 / -0.0046946 | 0.0109297 / -0.0109302 | 0.000417403 / -0.000417415 | 0.00612084 / -0.00612098 | 0.00818164 / -0.00818193 | 0.00534215 / -0.00534227 | 0.01148 / -0.0114806 |
 | JES Pileup NPV | 0.00981057 / -0.00981104 | 0.00762164 / -0.00762193 | 0.0053141 / -0.00531428 | 0.0109211 / -0.0109216 | 0.0160696 / -0.0160709 | -0.00132749 / 0.00132747 | 0.014831 / -0.014832 | 0.0199817 / -0.0199836 | 0.0277481 / -0.0277514 | 0.0175455 / -0.017547 |
 | JES Pileup PtTerm | -0.000791862 / 0.000791861 | -0.000242745 / 0.000242742 | 0.000247761 / -0.000247794 | 0.000984557 / -0.000984606 | -0.00252685 / 0.00252681 | 0.00141738 / -0.00141738 | -2.16065e-05 / 2.16392e-05 | 0.00161985 / -0.00161983 | 0.0032263 / -0.00322623 | -0.000460176 / 0.000460161 |
 | JES Pileup RhoTopology | 0.0195618 / -0.0195627 | 0.0169736 / -0.0169743 | 0.0091855 / -0.00918576 | 0.0247781 / -0.0247794 | 0.0168766 / -0.0168773 | 0.00107869 / -0.0010787 | 0.0284306 / -0.0284323 | 0.0394758 / -0.0394784 | 0.0373484 / -0.0373508 | 0.0318306 / -0.0318326 |
 | JET PunchThrough AFII | -2.35417e-09 / -2.35417e-09 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JES Relative NonClosure | 0.00247447 / -0.00247451 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JES SingleParticle HighPt | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84409e-08 / -2.84409e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | #it{t#bar{t}} cross-section | 0 / 0 | 0.0558615 / -0.0557171 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} ttbar | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 1 | 0 / 0 | 0.00237596 / -0.00237596 | 0.00237596 / -0.00237596 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 2 | 0 / 0 | -0.0099327 / 0.0099327 | -0.0099327 / 0.0099327 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 3 | 0 / 0 | -0.00117147 / 0.00117147 | -0.00117147 / 0.00117147 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 4 | 0 / 0 | -0.0116076 / 0.0116066 | -0.0116076 / 0.0116066 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 5 | 0 / 0 | 0.000896096 / -0.000896096 | 0.000896096 / -0.000896096 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 6 | 0 / 0 | -0.00750554 / 0.00750554 | -0.00750554 / 0.00750554 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 7 | 0 / 0 | -0.000210047 / 0.000210047 | -0.000210047 / 0.000210047 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 8 | 0 / 0 | -0.000258327 / 0.000258327 | -0.000258327 / 0.000258327 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 9 | 0 / 0 | -0.00499856 / 0.00499856 | -0.00499856 / 0.00499856 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 10 | 0 / 0 | 0.00133669 / -0.00133669 | 0.00133669 / -0.00133669 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 11 | 0 / 0 | -0.00738138 / 0.00738138 | -0.00738138 / 0.00738138 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 12 | 0 / 0 | -0.00231087 / 0.00231087 | -0.00231087 / 0.00231087 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 13 | 0 / 0 | 0.00144434 / -0.00144434 | 0.00144434 / -0.00144434 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 14 | 0 / 0 | -0.00150341 / 0.00150341 | -0.00150341 / 0.00150341 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 15 | 0 / 0 | 0.000515342 / -0.000515342 | 0.000515342 / -0.000515342 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 16 | 0 / 0 | -0.00261647 / 0.00261647 | -0.00261647 / 0.00261647 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 17 | 0 / 0 | 0.00699508 / -0.00699508 | 0.00699508 / -0.00699508 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 18 | 0 / 0 | 0.00272334 / -0.00272334 | 0.00272334 / -0.00272334 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 19 | 0 / 0 | -0.00843859 / 0.00843859 | -0.00843859 / 0.00843859 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 20 | 0 / 0 | -0.00081569 / 0.00081569 | -0.00081569 / 0.00081569 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 21 | 0 / 0 | -0.00122625 / 0.00122625 | -0.00122625 / 0.00122625 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 22 | 0 / 0 | 0.0053972 / -0.0053972 | 0.0053972 / -0.0053972 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 23 | 0 / 0 | 0.000805736 / -0.000805736 | 0.000805736 / -0.000805736 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 24 | 0 / 0 | -0.00108975 / 0.00108975 | -0.00108975 / 0.00108975 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 25 | 0 / 0 | -0.000694752 / 0.000694752 | -0.000694752 / 0.000694752 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 26 | 0 / 0 | 0.00269544 / -0.00269544 | 0.00269544 / -0.00269544 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 27 | 0 / 0 | 0.0012542 / -0.0012542 | 0.0012542 / -0.0012542 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 28 | 0 / 0 | 0.00920033 / -0.00920033 | 0.00920033 / -0.00920033 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 29 | 0 / 0 | 0.000615001 / -0.000615001 | 0.000615001 / -0.000615001 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 30 | 0 / 0 | -0.000546694 / 0.000546694 | -0.000546694 / 0.000546694 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER DataVsMC | 0 / 0 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84409e-08 / -2.84409e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | JET PunchThrough MC16 | 0 / 0 | 3.08597e-08 / -3.4504e-08 | -1.42054e-05 / 1.41712e-05 | 1.81024e-06 / -1.79357e-06 | 1.05992e-08 / 1.05992e-08 | 0.000106747 / -0.000106663 | -2.11297e-05 / 2.11632e-05 | -2.32567e-05 / 2.32644e-05 | -6.78121e-06 / 6.78824e-06 | -5.74142e-05 / 5.7397e-05 |
 | #it{t#bar{t}} ISR/FSR | 0 / 0 | 0.145525 / -0.145448 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | #it{t#bar{t}} PowHer7 | 0 / 0 | 0.42254 / -0.405661 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | #it{t#bar{t}}+#gamma cross-section | 0 / 0 | 0 / 0 | 0.0749865 / -0.0751173 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} ttgam | 0 / 0 | 0 / 0 | -0.0145291 / -0.0477447 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV cross-section | 0 / 0 | 0 / 0 | 0 / 0 | 0.0595934 / -0.0596169 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} VV | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top cross-section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0496564 / -0.0496728 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} single top | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets cross-section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0496412 / -0.049649 | 0.0496412 / -0.049649 | 0.0496412 / -0.049649 | 0.0496412 / -0.049649 |
 | Scale #mu_{R},#mu_{F} WGam | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.132653 / -0.0924591 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} ZJets | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.450032 / -0.263533 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} ZGam | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.134917 / -0.0855572 |
