 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | JER Effective NP7 RestTerm | -2.62826e-08 / 4.10297e-08 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | JES Pileup OffsetMu | 0.000489734 / -0.000489721 | 0.0056935 / -0.00569362 | -0.00403503 / 0.00403489 | -0.0114818 / 0.0114812 | -0.00435584 / 0.00435573 | 0.0081692 / -0.00801998 | -0.00457036 / 0.00457023 | -0.00905509 / 0.00905474 | -0.00818571 / 0.00818542 | 0.0367925 / -0.0367975 |
 | JES Pileup NPV | 0.00258709 / -0.00258711 | -0.00162279 / 0.00162281 | -0.00765786 / 0.00765757 | -0.0073963 / 0.00739599 | 0.00838106 / -0.00838143 | 0.00102315 / -0.00102319 | 0.0242152 / -0.0242179 | 0.00560945 / -0.00560962 | 0.0201066 / -0.0201084 | 0.0161593 / -0.0161606 |
 | JES Pileup PtTerm | 3.72622e-05 / -3.72478e-05 | 0.00565857 / -0.00565833 | 0.00118005 / -0.00118002 | 0.00389463 / -0.00389455 | 0.00446743 / -0.00446732 | 0.0179648 / -0.0179386 | -0.000757359 / 0.000757331 | -0.00358625 / 0.00358631 | -0.00938309 / 0.00938364 | 0.0184668 / -0.0184643 |
 | JES Pileup RhoTopology | 0.00456097 / -0.00456108 | -0.0116657 / 0.0116652 | -0.0117725 / 0.0117721 | -0.0103556 / 0.0103552 | 0.013547 / -0.0135475 | -0.0400992 / 0.0454114 | 0.0143968 / -0.0143974 | 0.0224428 / -0.0224439 | 0.0105537 / -0.010554 | -0.0218534 / 0.0218515 |
 | JET PunchThrough AFII | -2.62826e-08 / -2.62826e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JES Relative NonClosure | 0.00116395 / -0.00116401 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JES SingleParticle HighPt | -2.62826e-08 / -2.62826e-08 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | #it{t#bar{t}} cross-section | 0 / 0 | 0.0558615 / -0.0557171 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} ttbar | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 1 | 0 / 0 | 0.00237596 / -0.00237596 | 0.00237596 / -0.00237596 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 2 | 0 / 0 | -0.0099327 / 0.0099327 | -0.0099327 / 0.0099327 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 3 | 0 / 0 | -0.00117147 / 0.00117147 | -0.00117147 / 0.00117147 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 4 | 0 / 0 | -0.0116076 / 0.0116066 | -0.0116076 / 0.0116066 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 5 | 0 / 0 | 0.000896096 / -0.000896096 | 0.000896096 / -0.000896096 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 6 | 0 / 0 | -0.00750554 / 0.00750554 | -0.00750554 / 0.00750554 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 7 | 0 / 0 | -0.000210047 / 0.000210047 | -0.000210047 / 0.000210047 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 8 | 0 / 0 | -0.000258327 / 0.000258327 | -0.000258327 / 0.000258327 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 9 | 0 / 0 | -0.00499856 / 0.00499856 | -0.00499856 / 0.00499856 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 10 | 0 / 0 | 0.00133669 / -0.00133669 | 0.00133669 / -0.00133669 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 11 | 0 / 0 | -0.00738138 / 0.00738138 | -0.00738138 / 0.00738138 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 12 | 0 / 0 | -0.00231087 / 0.00231087 | -0.00231087 / 0.00231087 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 13 | 0 / 0 | 0.00144434 / -0.00144434 | 0.00144434 / -0.00144434 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 14 | 0 / 0 | -0.00150341 / 0.00150341 | -0.00150341 / 0.00150341 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 15 | 0 / 0 | 0.000515342 / -0.000515342 | 0.000515342 / -0.000515342 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 16 | 0 / 0 | -0.00261647 / 0.00261647 | -0.00261647 / 0.00261647 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 17 | 0 / 0 | 0.00699508 / -0.00699508 | 0.00699508 / -0.00699508 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 18 | 0 / 0 | 0.00272334 / -0.00272334 | 0.00272334 / -0.00272334 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 19 | 0 / 0 | -0.00843859 / 0.00843859 | -0.00843859 / 0.00843859 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 20 | 0 / 0 | -0.00081569 / 0.00081569 | -0.00081569 / 0.00081569 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 21 | 0 / 0 | -0.00122625 / 0.00122625 | -0.00122625 / 0.00122625 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 22 | 0 / 0 | 0.0053972 / -0.0053972 | 0.0053972 / -0.0053972 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 23 | 0 / 0 | 0.000805736 / -0.000805736 | 0.000805736 / -0.000805736 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 24 | 0 / 0 | -0.00108975 / 0.00108975 | -0.00108975 / 0.00108975 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 25 | 0 / 0 | -0.000694752 / 0.000694752 | -0.000694752 / 0.000694752 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 26 | 0 / 0 | 0.00269544 / -0.00269544 | 0.00269544 / -0.00269544 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 27 | 0 / 0 | 0.0012542 / -0.0012542 | 0.0012542 / -0.0012542 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 28 | 0 / 0 | 0.00920033 / -0.00920033 | 0.00920033 / -0.00920033 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 29 | 0 / 0 | 0.000615001 / -0.000615001 | 0.000615001 / -0.000615001 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF no. 30 | 0 / 0 | -0.000546694 / 0.000546694 | -0.000546694 / 0.000546694 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER DataVsMC | 0 / 0 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | JET PunchThrough MC16 | 0 / 0 | -1.285e-06 / 1.23726e-06 | 7.38775e-07 / -8.03569e-07 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.53905e-07 / -3.86904e-07 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | #it{t#bar{t}} ISR/FSR | 0 / 0 | 0.0974987 / -0.0958899 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | #it{t#bar{t}} PowHer7 | 0 / 0 | 0.224662 / -0.220951 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | #it{t#bar{t}}+#gamma cross-section | 0 / 0 | 0 / 0 | 0.0749865 / -0.0751173 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} ttgam | 0 / 0 | 0 / 0 | -0.0145335 / -0.0477372 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV cross-section | 0 / 0 | 0 / 0 | 0 / 0 | 0.0595934 / -0.0596169 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} VV | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top cross-section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0496564 / -0.0496728 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} single top | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets cross-section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0496412 / -0.049649 | 0.0496412 / -0.049649 | 0.0496412 / -0.049649 | 0.0496412 / -0.049649 |
 | Scale #mu_{R},#mu_{F} WGam | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.168219 / -0.118639 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} ZJets | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.290106 / -0.182559 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} ZGam | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.204142 / -0.134956 |
